invoiceNumber,organizationId,invoiceId,customerId,accountId,exchangeRate,dueDate,PaymentTermsCode,distributionChanel,totalAmount,totalAmountBase,totalTax,totalTaxBase,transactionCurrencyId,invoiceDate,postingDate,correctedInvoiceId,correctionDate,salesChannel 
961,182,124,500,303,94,2017/09/02,9,Safety Officer,97,97,97,10,216,2016/08/31,2015/04/14,9,0,a30553d0-4b98-4399-9b8b-a2e4569b44d5
414,567,75,392,36,93,2018/06/16,2,Laborer,58,58,58,15,550,2018/05/19,2017/06/17,2,0,9bfe1ab3-737f-49c8-a2ac-21fdd74ef16e
27,13,454,361,925,17,2016/11/15,8,HVAC,3,3,3,9,857,2017/12/11,2015/02/20,8,1,28660229-bead-4fa3-b8e8-652fcea24394
102,222,919,505,143,88,2016/02/17,4,Carpenter,24,24,24,45,516,2016/03/20,2017/01/07,4,1,b1934bd5-4057-4a81-9bc0-f3ff5dbd6231
41,772,852,176,549,39,2016/08/22,6,Equipment Operator,72,72,72,1,692,2016/08/24,2017/07/09,6,1,726fc49b-2ed4-4e1c-9c5e-5139b2146a12
187,683,974,353,990,22,2017/07/03,1,Cement Mason,46,46,46,15,362,2015/06/18,2018/04/19,1,1,aee6cb10-57ae-4054-9355-ece87701c9f1
181,622,516,90,720,91,2018/08/27,5,Terrazzo,31,31,31,38,869,2017/01/27,2018/07/31,5,0,6fae12cc-65ac-4997-b5f0-88b8259f34fc
94,164,635,58,158,63,2018/01/11,7,Ironworker,35,35,35,44,221,2016/08/09,2016/02/28,7,0,33e6a9cb-6e4c-4995-b3d8-3163feccc495
738,506,65,516,627,33,2018/03/21,1,Concrete Finisher,45,45,45,1,240,2017/08/18,2016/06/28,1,0,5f96668a-605f-4242-9702-a4f3fe7e20f8
229,437,652,790,335,74,2018/05/09,3,Welder,95,95,95,13,222,2018/01/02,2017/03/18,3,1,9991a57d-8a18-494a-9bad-9cf7bfcb2b9e
221,473,425,792,278,18,2017/07/17,1,Pipefitter,86,86,86,38,287,2018/03/31,2015/10/19,1,0,e9012f0c-7c05-4de1-88b5-fbc119d853fa
698,718,246,345,804,1,2017/07/07,0,Landscaper,93,93,93,7,75,2016/02/21,2017/06/24,0,0,7b28ada5-1913-430c-83d7-a8f70a1a8d41
468,564,408,294,927,92,2018/01/26,6,Cement Mason,55,55,55,46,422,2017/12/07,2017/06/18,6,1,e021dea5-e76f-470f-9879-b1f86b0900f2
345,15,710,535,207,87,2016/07/10,4,HVAC,80,80,80,35,315,2018/03/06,2018/04/17,4,0,c855ab1d-323a-4005-82f7-63d97df234dd
790,775,548,946,127,70,2016/02/01,3,Terrazzo,95,95,95,9,939,2015/08/17,2015/04/26,3,0,0775f58d-df31-46bd-8daf-adaa09bab557
215,840,684,912,731,90,2017/10/15,4,Cement Mason,51,51,51,1,283,2015/04/05,2015/08/15,4,1,b6a28385-0bde-499e-b1a0-064e7b0e0932
355,467,505,733,894,90,2017/05/10,6,Plumber,36,36,36,50,959,2015/06/19,2017/11/18,6,0,8110a4ac-a6f5-459c-bf84-041c3ca99457
761,14,764,254,186,73,2016/10/31,5,Electrician,65,65,65,45,879,2017/07/03,2015/01/31,5,0,efeb0862-1a73-4b4c-8f83-fd2195fcf9af
279,379,523,502,203,47,2016/04/03,6,Equipment Operator,44,44,44,48,612,2016/10/27,2016/04/25,6,1,6403a502-3686-45cf-a739-28ffd3e1bc47
522,117,448,323,851,69,2018/03/18,7,Laborer,24,24,24,45,912,2015/07/15,2017/12/23,7,1,a8ed044e-9714-4dba-b8fc-ba135d67bb49
944,838,147,54,911,25,2017/05/24,4,Stucco Mason,99,99,99,4,967,2016/02/10,2017/11/26,4,1,20da7dbe-b34a-4688-90de-7ccb5817f896
446,795,881,222,702,19,2016/12/29,6,Plumber,67,67,67,50,501,2017/12/12,2015/05/17,6,0,aaacd7d9-09ea-4353-91f3-afd3971e0e70
69,620,332,465,163,69,2018/02/14,8,Refridgeration,64,64,64,30,174,2015/01/08,2017/09/26,8,0,8694bb4f-149b-4142-bf22-7a4ede0c46b2
826,188,999,132,67,9,2018/06/29,3,Welder,29,29,29,30,137,2016/10/18,2018/02/01,3,0,de1ab77c-1ecb-4c7d-acb2-d50afd384cd1
640,18,891,20,703,8,2016/08/12,5,Millwright,59,59,59,22,268,2016/07/03,2018/04/02,5,1,f6677ef7-9a44-4f84-9fef-5f61a66f7400
787,813,945,526,330,35,2016/08/21,2,Welder,29,29,29,35,494,2017/10/07,2016/12/24,2,0,f969e30e-49d0-4ad5-ba99-fd53c39f9442
737,927,568,532,897,67,2016/01/29,7,Brickmason,86,86,86,1,464,2015/10/31,2015/10/15,7,0,da356854-8612-4970-a5db-293838d5d193
189,453,32,824,809,85,2018/08/11,3,Laborer,64,64,64,20,850,2015/12/28,2016/06/20,3,1,2e945260-e9f2-4e3d-b12b-d4df5fae4777
632,99,592,716,116,98,2018/11/17,2,Terrazzo,98,98,98,33,47,2016/07/27,2018/06/03,2,0,be74a582-16a7-4d98-aa65-28f72e4f259e
720,789,802,625,696,64,2016/03/19,8,Ironworker,82,82,82,4,205,2016/03/13,2015/04/20,8,1,5aa76c5f-4f89-403c-9a48-a7068165ae89
3,813,427,114,702,47,2018/09/14,0,Refridgeration,54,54,54,34,611,2018/02/16,2015/07/07,0,0,d81dee3d-7d41-40ce-9244-df4b9679ff0a
411,564,132,296,796,48,2017/01/30,6,Equipment Operator,29,29,29,39,678,2015/10/02,2016/12/07,6,1,24e56da9-3fde-4bc9-8c9a-58e9b7ef295f
500,335,505,161,785,41,2016/06/02,8,Tile Setter,2,2,2,27,268,2015/11/24,2018/09/10,8,1,6c764763-796c-4ad7-9f73-96456a58c944
590,439,398,942,36,45,2017/09/17,5,Concrete Finisher,21,21,21,1,801,2017/01/11,2017/03/15,5,0,9026949a-aa00-480d-ba08-5176ec02c042
397,620,227,903,721,40,2017/06/22,2,Landscaper,29,29,29,26,71,2017/06/15,2016/03/10,2,0,1b15b170-8239-4a42-9618-6f9df668436a
44,441,742,172,433,85,2018/04/15,2,Painter,3,3,3,45,52,2018/03/18,2015/05/26,2,0,f8bd3b36-63fa-44da-8256-bc18ce72eb57
829,143,316,687,767,18,2016/10/15,5,Safety Officer,56,56,56,9,35,2016/12/29,2016/07/15,5,0,a36e2cc5-3f60-46d7-b422-75ced75215d4
593,368,68,346,203,49,2017/02/25,5,Millwright,24,24,24,24,489,2016/08/08,2016/07/29,5,1,095bee62-58da-44e6-b59d-5bf5e3456671
591,72,805,410,564,61,2018/08/22,3,Glazier,46,46,46,21,147,2018/04/14,2018/09/11,3,0,873e9db8-5d74-4f65-ad54-90eb56ae0029
40,90,841,463,853,12,2018/02/19,8,Welder,73,73,73,25,102,2017/12/23,2017/09/26,8,0,1456b061-9607-4b54-bb80-fe49b2562724
627,679,326,255,881,13,2017/07/15,8,Ironworker,74,74,74,34,203,2016/01/13,2016/06/22,8,1,4e111931-fc2b-432e-bf88-41b4a6dc840b
108,995,285,373,924,63,2018/04/26,5,Pipelayer,84,84,84,27,919,2017/04/28,2016/08/29,5,1,ec1e389e-7509-403d-b084-00bc46dc48dc
57,180,607,314,439,57,2016/12/10,2,Plumber,60,60,60,13,43,2017/04/16,2017/01/03,2,0,77bf99ac-0b76-48b3-88bb-7ad80440e9d1
140,979,566,82,126,78,2017/11/19,8,Plumber,43,43,43,22,815,2016/09/12,2015/09/04,8,1,6ba0ded9-7d5a-459a-9c84-c5979bfd1308
589,797,44,910,729,89,2017/12/19,7,Pipelayer,97,97,97,36,560,2017/05/09,2016/03/09,7,0,89463c0b-8832-4655-aa15-477fce7c13f8
597,467,64,924,658,7,2018/12/30,8,Landscaper,58,58,58,36,583,2015/11/23,2016/06/24,8,1,6161d3c0-b5f2-48aa-b6af-cd0a2920cee5
521,956,685,957,234,15,2017/05/20,1,Tile Setter,92,92,92,21,686,2018/09/06,2017/03/07,1,0,882800b1-bc05-4e33-a4f4-276b6ef8cc98
429,232,703,551,280,98,2016/08/17,2,Painter,23,23,23,48,942,2017/01/07,2015/06/28,2,1,335a2301-0563-4e74-bc8c-b8a9912d8642
916,386,963,13,284,62,2018/03/27,6,Boilermaker,22,22,22,12,207,2015/03/24,2015/10/05,6,1,19a7a659-430b-4ab5-aab5-8297d96a0bdb
411,46,675,464,68,74,2017/11/11,6,Laborer,72,72,72,22,113,2016/11/25,2015/03/16,6,1,9a92e9e2-047b-4d81-8089-14a0fe5027f1
149,274,992,577,889,30,2018/04/25,2,Laborer,97,97,97,16,165,2018/03/29,2015/11/13,2,1,b9ade380-77d0-4a3e-9b85-7d3f7bfa1a20
260,206,968,985,86,9,2018/01/29,4,Welder,16,16,16,14,944,2018/06/19,2018/04/03,4,0,28ac1812-7f0d-4875-a82d-d5f1bf9e0ad0
672,662,902,99,560,24,2016/09/17,2,Boilermaker,70,70,70,23,567,2016/02/06,2018/07/18,2,0,b93bf5d9-74f0-4f8c-9bf6-a54eae5a361b
720,582,173,12,351,79,2017/04/13,7,HVAC,10,10,10,30,913,2018/06/27,2018/05/08,7,0,c66a0dd3-5e26-4fdd-91aa-412ab40cf0b3
819,685,73,455,156,13,2017/11/05,7,Safety Officer,61,61,61,9,775,2015/01/26,2017/10/24,7,0,dc58af3f-6944-444d-b80b-a41a631a6be6
591,764,915,922,194,79,2018/05/06,8,Plasterers,88,88,88,9,40,2018/03/20,2017/08/15,8,1,a71fddcf-3d7b-40be-b082-fd6135eff34f
934,294,124,152,475,45,2018/04/26,3,Refridgeration,19,19,19,30,716,2015/07/30,2015/11/25,3,0,7331b705-8d16-4c42-b5d9-f200e1c2515d
722,390,809,600,942,41,2018/08/13,2,Refridgeration,38,38,38,26,782,2016/05/25,2016/12/27,2,1,662bfff0-0683-4cfb-ac49-af0a7ce10188
456,787,461,165,631,9,2017/05/21,1,Terrazzo,44,44,44,8,97,2018/03/02,2017/05/16,1,1,2815168f-d54f-4d99-bf60-613400fd3580
552,662,854,956,31,72,2017/08/06,1,Sheet Metal Worker,50,50,50,4,497,2016/05/04,2015/12/30,1,1,6f4398cf-50f8-4756-a25b-39fdde8edbcf
327,599,490,801,891,22,2017/12/29,9,Landscaper,7,7,7,21,405,2015/04/13,2015/10/15,9,0,fccda877-579d-4dd0-8b37-5b8d704c93c1
435,533,264,55,993,15,2018/12/26,8,Linemen,99,99,99,19,594,2015/07/07,2015/08/19,8,1,4482cce9-6022-4589-89c7-b54024ed342a
136,151,469,712,991,48,2017/01/29,5,Pipefitter,36,36,36,4,478,2016/03/01,2016/01/27,5,0,ce6de1c0-668b-4311-850b-5f76b4d33dfb
442,774,655,323,568,63,2018/08/20,0,Waterproofer,53,53,53,41,59,2015/07/17,2016/04/19,0,0,1fe5d74c-45e3-44a1-a1ba-ae82164af526
101,235,439,41,251,17,2018/12/15,5,Painter,14,14,14,32,260,2017/03/30,2017/02/20,5,1,080b15a4-93bc-48c7-9a3d-a9dd583f9f57
608,999,168,92,289,57,2018/06/18,2,Safety Officer,20,20,20,35,153,2017/03/10,2015/12/17,2,0,853cdd0e-66fb-41c0-8a4a-fab6a1d4a81b
551,493,846,423,716,95,2018/09/09,0,Refridgeration,62,62,62,50,823,2016/03/11,2015/10/21,0,1,c466df03-c239-4f5c-b4bc-a54f115ef26b
3,360,682,90,148,30,2017/01/14,4,Cement Mason,80,80,80,9,324,2015/05/29,2016/06/21,4,0,2ea639dc-d136-418e-af78-81ab4705d76b
892,878,530,468,786,16,2017/06/02,7,Plumber,82,82,82,30,847,2015/10/29,2017/02/27,7,1,1f926df1-af7f-4f10-be9a-c1405f91e069
313,869,856,110,201,29,2018/12/26,3,Brickmason,70,70,70,6,498,2018/01/26,2017/06/11,3,1,acd5b4d0-5616-4af2-88b8-d78a9be254b4
227,770,421,515,815,87,2016/03/19,5,Plasterers,6,6,6,6,61,2017/06/01,2017/01/23,5,1,0e5621f5-7351-4461-8944-86c14fff5b28
72,831,907,838,119,62,2016/11/11,9,Plasterers,49,49,49,49,146,2017/04/30,2016/11/24,9,1,e58ddb0f-078f-42bb-b42c-a4bedc89d1b3
81,505,315,401,184,6,2017/02/16,4,Welder,100,100,100,8,226,2017/06/22,2016/06/17,4,0,edc46628-27b8-4491-9927-9dd6915f773a
282,847,874,307,788,84,2018/10/08,3,Stucco Mason,17,17,17,20,982,2018/07/23,2015/04/28,3,1,91e02e94-92c7-4b31-a638-103f9417de32
53,577,417,933,907,51,2016/12/21,3,Refridgeration,53,53,53,14,708,2016/12/12,2017/02/11,3,0,69b78e1a-3c17-4327-912b-991b9b665e55
539,514,288,434,791,25,2016/07/15,8,Terrazzo,50,50,50,19,714,2018/03/26,2015/07/24,8,1,4028d458-4a58-462b-9465-4546c285be60
542,578,375,123,354,45,2018/08/26,7,Equipment Operator,42,42,42,13,509,2015/04/25,2018/07/31,7,0,601cc990-2cd6-44dd-8485-50e1ceecbf28
736,771,31,711,156,72,2016/03/16,8,Brickmason,16,16,16,9,730,2016/02/13,2016/05/13,8,0,cc94a908-5669-4b5e-8f7a-88914100627d
485,659,514,140,629,96,2016/08/20,5,Plasterers,38,38,38,6,27,2016/11/10,2015/05/06,5,1,a1bea28a-29da-487e-aea8-90ffe34fe772
14,807,920,11,184,50,2017/12/24,8,Tile Setter,52,52,52,48,536,2017/08/24,2018/04/02,8,1,38fcca30-3348-4add-9916-cf4d1296b1ae
303,139,496,271,225,54,2016/09/29,8,Ironworker,64,64,64,40,686,2015/11/22,2016/10/22,8,1,19867cd3-20ba-4980-a1f0-9a1893df5679
248,632,708,915,565,44,2017/01/21,1,Glazier,61,61,61,37,101,2018/04/14,2015/03/16,1,1,977db858-2747-46ae-8c65-01d32cf7d140
611,403,909,181,725,74,2017/04/17,7,Sheet Metal Worker,2,2,2,37,877,2017/05/09,2018/06/07,7,1,9250eaf5-4cff-4aca-9c89-86bf84379bfd
52,850,263,350,504,48,2016/06/29,7,Brickmason,66,66,66,39,596,2016/03/22,2018/06/18,7,1,23c1e7ad-93a7-4a04-abc4-0b2831843665
670,639,608,702,982,37,2016/10/21,8,Laborer,95,95,95,38,192,2018/05/06,2016/06/23,8,1,92b75d1d-e072-48af-bd67-615e5a8e2e08
470,924,814,325,521,31,2017/01/26,8,Stucco Mason,97,97,97,18,242,2017/03/07,2017/06/04,8,0,4c1b0bb3-56ca-40a0-ad0a-54064363842e
933,176,23,809,856,54,2018/03/14,5,Ironworker,15,15,15,17,388,2017/07/13,2018/01/07,5,0,06adb2ba-e822-4a06-a2bb-8ca813115402
216,767,361,45,68,35,2018/08/29,0,Equipment Operator,3,3,3,32,787,2016/01/04,2018/08/15,0,1,5e5b8202-fb23-4493-8969-8c3a90c5c57d
99,985,515,346,969,33,2018/05/04,8,Plumber,3,3,3,3,257,2018/01/22,2016/08/21,8,1,ccf56f21-089b-4be1-a804-c2419b33ea76
766,586,117,190,991,55,2016/03/04,3,Plumber,34,34,34,45,82,2015/08/02,2015/05/10,3,0,60c868e8-68b5-47a7-8c6d-b2cbc0b2d492
82,648,281,691,579,1,2018/01/02,5,Plasterers,84,84,84,28,207,2015/11/10,2017/08/12,5,0,59aa1aeb-d155-422a-ad11-58fc2ed2e44e
571,37,147,399,43,38,2016/05/10,5,Refridgeration,1,1,1,36,936,2015/06/06,2015/09/02,5,1,a35ba5d6-13fe-40a8-9af8-504758b5584a
54,18,640,446,909,81,2018/09/01,4,Painter,91,91,91,40,608,2016/05/23,2018/07/16,4,0,3608598b-e48f-4c31-8cbc-8807d274d983
708,924,959,16,456,16,2017/01/21,6,HVAC,96,96,96,32,762,2018/04/13,2016/03/05,6,1,e6abdd09-b2f1-48b3-94cf-ab839edda444
882,15,670,894,75,21,2016/08/29,1,Ironworker,78,78,78,21,906,2016/12/19,2016/08/25,1,1,6c3a1de2-cb0c-42a2-b8e7-14b1bf392295
372,224,147,798,231,7,2017/05/27,8,Carpenter,16,16,16,9,247,2018/03/17,2017/10/16,8,1,c928af7f-7fe4-4c99-be37-d7e79b6d4ac8
179,82,621,411,662,79,2018/06/03,5,Brickmason,39,39,39,15,963,2018/02/05,2015/05/02,5,0,42fcd46f-473e-4a4c-bed6-dfe0e49215c3
636,109,166,790,499,17,2017/02/28,6,Terrazzo,84,84,84,6,321,2017/03/20,2017/08/17,6,1,19a9e73c-7f84-4b9f-aaaf-d945f25614bd
50,821,156,443,211,29,2017/12/09,2,Brickmason,14,14,14,46,657,2018/04/28,2018/07/27,2,0,08ffd339-5780-4694-8233-5911bea30403
409,570,608,345,653,6,2018/03/04,7,Glazier,83,83,83,49,375,2016/09/16,2018/05/14,7,0,64a88997-a648-4c27-823b-ecb65695b2f8
976,386,173,152,981,69,2018/05/22,0,Pipefitter,95,95,95,8,270,2018/07/30,2015/05/11,0,1,6069d10e-8b2b-45ee-99e5-6466b732b195
828,150,521,371,41,68,2018/11/08,2,Boilermaker,90,90,90,3,815,2016/04/01,2015/08/25,2,0,72632079-4133-4b09-885c-edcd49fd7b81
980,483,786,721,529,78,2017/01/30,6,Ironworker,3,3,3,48,903,2015/06/29,2017/03/16,6,0,952803f1-d7cd-4974-8a93-da3feb127d67
284,106,714,131,498,70,2018/05/03,9,Refridgeration,55,55,55,28,214,2018/08/05,2016/05/22,9,1,e5d77f79-4093-4e1c-8bf7-27dac08c0d27
894,50,577,823,560,79,2016/05/30,9,Pipefitter,27,27,27,49,331,2016/11/23,2015/11/27,9,1,a941964d-0fde-48fd-8632-2e95bd6136d2
44,170,982,182,524,100,2016/07/12,4,Stucco Mason,65,65,65,14,975,2016/03/31,2016/04/20,4,1,42281703-119c-4945-9b7b-2c82604c7490
326,855,31,641,787,50,2017/12/13,0,Pipefitter,50,50,50,17,497,2016/01/25,2018/07/25,0,1,77e9e1d5-3bd8-4d9f-bbb4-23683fc6d02b
82,104,363,73,83,9,2018/01/20,5,Waterproofer,53,53,53,2,648,2017/01/31,2017/10/08,5,1,0c6b25c8-be6f-4098-8e93-f96e3ced32c7
275,643,293,722,983,58,2017/12/04,1,Painter,88,88,88,24,282,2015/11/08,2017/04/25,1,0,0d72a37e-36a0-4860-82ea-c4ce6f0b68db
73,337,455,984,865,38,2016/05/27,1,Welder,63,63,63,41,763,2018/05/13,2015/03/15,1,1,5ab9bd47-10af-4765-ab1a-e7bf5235d371
291,61,602,126,174,100,2017/11/27,5,Boilermaker,72,72,72,24,269,2015/05/04,2017/08/24,5,0,35b602b0-4a20-4a8e-b584-0a7db889a408
199,535,65,68,81,43,2018/09/02,6,Concrete Finisher,33,33,33,27,614,2017/03/16,2015/12/08,6,0,d5e997d3-8d2d-47a1-b757-42e68e20f0ae
359,335,561,478,303,40,2016/10/16,0,Stucco Mason,75,75,75,12,222,2016/05/01,2017/02/23,0,0,73d86b8f-4ee8-4506-8485-98ee7f0379f3
301,352,583,670,95,37,2017/11/02,1,Ironworker,69,69,69,2,531,2017/10/30,2015/02/21,1,0,43f16be2-6698-46b1-9bb2-13b740c69406
956,100,13,60,321,91,2017/04/05,9,Electrician,63,63,63,2,883,2015/06/11,2018/02/18,9,1,d63bb6f3-bbc6-4f03-9dfb-5a44c7198a22
830,723,534,513,696,5,2018/05/01,6,Plasterers,40,40,40,40,407,2016/10/17,2017/06/24,6,1,65b5ed47-1717-4e17-a33b-ce0b0ff3bd5e
325,405,387,801,754,83,2017/08/11,1,Terrazzo,39,39,39,41,992,2018/05/26,2016/09/26,1,1,334355b7-0e67-42e7-be18-9d4248c1a133
671,864,899,421,876,92,2017/03/31,3,Stucco Mason,99,99,99,24,401,2016/08/21,2015/03/26,3,1,90370de3-8373-45ba-a756-dfe3e27ef6a2
268,367,344,653,474,34,2017/02/28,5,Millwright,96,96,96,47,682,2015/02/14,2016/08/30,5,1,1db24aac-2738-482c-b290-ed65f0a80ca9
985,801,897,220,153,79,2018/07/01,9,Welder,20,20,20,25,253,2015/08/09,2016/04/28,9,0,1459f435-6100-4f38-9acb-5768f95275b7
119,219,969,99,39,16,2018/03/21,0,Carpenter,55,55,55,8,618,2017/06/23,2018/08/17,0,1,b1cc2fb6-0e64-479e-9ed2-022202ba3fdc
210,504,711,441,942,40,2017/11/18,8,Laborer,69,69,69,29,375,2017/10/19,2017/05/22,8,0,0aedde4d-030f-4254-8e2a-8be7e7b09fc0
785,828,770,282,562,40,2017/01/22,1,Electrician,6,6,6,5,635,2015/09/26,2018/03/26,1,1,20ed112e-580c-4fb2-a460-0c363cb87d79
359,227,168,279,579,47,2018/06/27,2,Refridgeration,12,12,12,31,333,2015/05/03,2018/08/23,2,0,1d2961d9-1ccb-4b60-9eb7-7ecd67246171
701,71,272,688,292,69,2018/08/28,9,Brickmason,30,30,30,4,648,2017/01/25,2015/03/24,9,1,f7fd6ed7-d9e9-401f-8b70-e53facc081c5
181,522,196,369,266,47,2016/08/09,4,Boilermaker,29,29,29,3,731,2015/05/03,2015/02/10,4,0,d36e657c-bf0d-42e3-9d2f-84d3e42f7fd0
27,950,300,917,854,7,2018/05/26,7,Sheet Metal Worker,90,90,90,35,644,2017/12/25,2017/03/28,7,0,3b055281-63dd-4b6a-8626-db7fb3b238b9
458,767,469,951,468,26,2016/11/15,2,Cement Mason,16,16,16,7,947,2017/11/13,2015/08/05,2,0,95725e2e-0bf6-47fb-9b0b-222dc26a21f0
505,840,111,861,553,41,2016/06/10,5,Glazier,86,86,86,34,389,2015/08/15,2017/05/26,5,1,919270a5-6906-459e-a278-1a46faa1ceb8
509,220,536,113,766,49,2017/01/31,8,Terrazzo,57,57,57,6,410,2017/03/18,2017/08/25,8,1,9c5e30fd-40cc-4efa-94aa-8a6dbbece916
460,331,383,584,187,66,2016/06/29,0,Linemen,36,36,36,9,995,2016/08/14,2016/02/18,0,1,46dfbcf5-20a3-42a5-85b3-d08826fb50d3
532,153,222,270,623,13,2017/08/16,7,Linemen,45,45,45,9,988,2016/10/08,2018/04/29,7,1,fab2e453-8113-4ada-9a9a-590b4eae3d50
490,505,400,551,783,92,2017/10/07,0,Pipelayer,1,1,1,20,681,2017/01/16,2018/07/17,0,1,18def5da-876c-4faf-965d-4281dfa1a105
310,711,411,375,101,35,2018/07/04,0,Brickmason,10,10,10,6,891,2018/04/27,2016/08/03,0,1,334700a6-3de7-4cf7-b3d7-c0adbf422e8e
786,43,70,661,242,66,2017/01/12,2,Boilermaker,45,45,45,22,150,2016/03/12,2018/05/26,2,0,2c209aa8-937d-4b46-bb7d-55ceebc60103
782,681,752,944,50,91,2017/06/23,8,Welder,80,80,80,39,778,2017/10/06,2017/09/20,8,1,9ebdb8e4-e7ac-4b83-ae77-1dda3004a59f
709,983,454,379,690,95,2018/03/06,0,Sheet Metal Worker,89,89,89,14,844,2017/02/20,2015/12/25,0,0,0e5fa96d-ac96-4cd4-b71f-7a834f380df8
352,974,309,232,887,70,2018/08/25,6,Tile Setter,48,48,48,5,795,2018/01/31,2015/06/26,6,1,45fd1daa-defa-4dc0-a8c4-19cd14db6200
606,42,390,573,321,81,2017/11/14,8,Stucco Mason,97,97,97,41,221,2017/06/24,2016/05/07,8,0,a0c3232c-9432-4e7c-815c-21e13d713777
813,915,222,409,108,96,2017/12/12,4,Electrician,90,90,90,6,52,2017/07/28,2016/02/25,4,1,797f475d-e2f1-454e-bdbe-94cfae5288ff
948,942,838,325,631,31,2018/04/18,0,Cement Mason,33,33,33,42,332,2016/01/26,2017/11/17,0,1,2ed668a8-a7da-447e-ac2a-89e1fab36261
494,881,211,494,910,84,2018/12/29,1,Pipelayer,90,90,90,36,186,2016/02/26,2016/11/15,1,1,df503e87-7d38-4aa8-8b11-0d348026a919
890,774,690,28,958,58,2016/09/29,7,Tile Setter,73,73,73,7,989,2017/12/27,2016/09/14,7,0,1946d44c-fedb-4068-b943-70fdc92993a7
244,861,354,84,954,78,2016/03/28,5,Stucco Mason,87,87,87,34,849,2016/05/11,2017/08/01,5,1,a327aff6-9c77-477f-b59f-9baa30d834a4
734,978,362,631,767,68,2017/12/28,7,Refridgeration,55,55,55,27,51,2016/02/25,2017/02/06,7,1,02c8af4c-4fd4-43f3-a8cb-1f3a6c7d35bf
61,973,192,508,942,23,2016/06/06,6,Glazier,70,70,70,40,854,2016/06/24,2018/05/29,6,1,3661cd65-d472-4b47-9a31-9ef452870803
704,93,712,809,255,49,2017/04/29,3,Painter,21,21,21,50,914,2018/02/14,2018/09/08,3,1,3370c08c-ff5e-4c51-9634-3fe6b519913e
1,12,1000,809,635,83,2016/09/12,6,Linemen,8,8,8,29,174,2015/11/10,2015/09/18,6,0,d5d4f710-10ac-449a-926f-baa8ec4457b0
453,870,544,395,272,57,2016/05/21,4,Cement Mason,68,68,68,43,649,2015/03/02,2018/02/12,4,0,46d6dd9b-3e5a-46e8-b218-a650751f96dd
702,722,288,988,695,21,2018/10/29,4,Safety Officer,64,64,64,35,436,2017/12/14,2016/05/12,4,1,3c0ea9e3-da3f-4a30-a456-e9fd20cff985
473,317,432,840,143,89,2017/10/17,8,Electrician,48,48,48,23,790,2017/09/14,2015/12/22,8,0,09c84485-cb30-4f56-ab72-31faad2ebf6d
301,813,432,485,358,45,2018/02/08,0,Pipefitter,65,65,65,10,258,2016/12/16,2015/01/04,0,0,be98c45e-50ec-4eba-89c3-bdd2952d7042
903,205,366,720,655,99,2017/01/04,1,Plumber,81,81,81,43,91,2015/10/20,2016/10/27,1,1,64111e52-f0cb-4de9-afcb-46568834a003
456,700,273,992,882,93,2017/11/17,4,Tile Setter,52,52,52,31,784,2016/09/26,2018/06/12,4,1,47c2e69c-3a10-4ade-bdff-a8b5b26a33a0
115,141,602,668,868,84,2016/11/15,6,Pipelayer,68,68,68,11,815,2016/12/29,2018/01/30,6,0,5dc2759c-1814-4730-87be-48bb1a17d7de
952,571,971,69,776,83,2016/06/21,0,Tile Setter,87,87,87,39,203,2018/03/24,2016/03/05,0,1,2fe18844-355a-4ae6-8691-102f25450fd1
789,249,896,429,492,6,2016/06/20,9,Laborer,100,100,100,7,842,2015/01/04,2018/04/04,9,0,facf9d76-3169-4bce-959d-feb43144d06d
220,938,75,317,979,6,2018/08/04,8,Cement Mason,96,96,96,3,238,2016/11/17,2018/09/03,8,1,6035d013-45cb-4c76-bf0e-0ff55b2a7a59
506,364,550,580,826,67,2016/09/12,6,HVAC,6,6,6,6,341,2017/09/30,2016/11/20,6,0,20294ae4-145d-4b5d-8c99-bc79f1fb3929
754,517,357,856,954,48,2017/05/19,4,Laborer,3,3,3,5,706,2016/12/15,2018/02/19,4,1,93c58534-1a17-4c6d-890c-98829afaa741
882,967,454,503,441,41,2017/03/10,4,Painter,84,84,84,24,594,2017/11/04,2018/07/21,4,0,ae337eab-f609-4bf7-a689-e8ef54840fc9
568,559,938,473,727,15,2018/07/21,5,Landscaper,94,94,94,35,982,2015/04/24,2017/12/20,5,0,2d62d940-ed18-4ecb-9cdf-6a59b6b15902
907,397,294,992,352,23,2017/09/23,4,Plumber,71,71,71,32,632,2017/09/18,2015/04/02,4,1,ac06770b-7e53-40fb-9b90-3107bcce7f59
359,600,320,981,236,51,2017/06/05,4,Boilermaker,28,28,28,39,970,2016/03/10,2015/08/05,4,1,057d9dcb-8371-47ba-8866-9186170f4bca
146,891,126,313,334,53,2018/07/28,7,Terrazzo,33,33,33,50,451,2016/11/16,2016/06/14,7,1,5a108077-5ada-4e9b-a2ba-59b07d4cffd5
616,393,689,502,729,73,2016/05/01,6,Welder,3,3,3,25,245,2018/07/27,2015/07/14,6,1,5723b812-a4e3-4c37-b67c-3459abde9e9e
84,450,640,178,520,25,2016/12/23,3,Landscaper,81,81,81,7,959,2016/08/18,2015/09/23,3,1,4f64369a-bd16-4f88-b3b2-f94c0180429a
850,814,524,168,37,69,2018/12/17,1,Linemen,20,20,20,5,748,2017/08/28,2018/02/18,1,0,12414382-a0ad-4c7f-8a36-47fb42e78a25
