salesOrderDetailId,baseAmount,stateCode,baseAmountBase,description,requestDeliveryBy,salesOrderId,lineItemNumber,productId,quantity,ouMid,pricePerUnit,pricePerUnitBase,tax,taxBase
745,337,,347,Injury of right iliac artery,2017/06/05,380,114043,194,69,Asylum Blackout,$861.97,$103.23,25,19
22,278,,276,"Person inj wh brd/alit from special industr vehicle, init",2017/06/30,13,283853,248,30,"Goddess, The",$622.76,$44.37,31,10
48,32,,128,Injury of unspecified muscle and tendon at lower leg level,2015/04/16,694,314656,522,54,Pink Floyd: The Wall,$614.76,$346.86,31,16
783,16,,487,"Oth injury of dorsal vein of left foot, subs encntr",2017/01/19,160,125041,365,1,Sexmission (Seksmisja),$915.33,$148.26,35,17
167,106,,369,Liver and biliary tract disorders in childbirth,2017/09/13,20,381832,879,33,Khumba,$760.19,$266.98,46,8
467,182,,425,"Sltr-haris Type III physl fx low end humer, right arm, 7thD",2015/03/20,907,377303,703,88,Cyborg Girl (Boku no kanojo wa saibôgu),$594.58,$359.79,46,8
748,5,Viseu,40,"Poisoning by other narcotics, intentional self-harm, sequela",2016/03/28,760,296060,585,16,Summer Heights High,$844.34,$108.17,26,11
789,158,,486,"Nondisp intartic fx r calcaneus, subs for fx w routn heal",2015/02/06,196,287291,261,77,Party Girl,$982.74,$438.54,27,11
192,330,,365,"Burn of second degree of left lower leg, subs encntr",2017/01/31,77,128947,972,64,Concussion,$931.92,$456.81,29,3
783,222,,409,Fall on board sailboat,2017/11/21,276,443854,779,100,Thankskilling,$541.69,$424.80,30,23
529,25,,389,"Nondisp Maisonneuve's fx l leg, 7thD",2016/03/26,238,157372,497,55,Black Roses ,$871.31,$454.64,41,3
937,413,Västerbotten,498,"Asphyx d/t mech threat to breathe d/t oth cause, undet, subs",2016/04/19,895,367659,562,41,Nanook of the North,$918.57,$331.77,38,9
720,176,,83,Adverse effect of other drugs acting on muscles,2018/02/07,792,181103,24,68,Dance with Me,$899.01,$203.94,39,22
272,285,,381,Calculus of gallbladder with other cholecystitis,2017/03/11,738,417766,848,82,Photographer (Fotoamator),$896.67,$385.41,28,24
808,264,,50,"Transient synovitis, unspecified shoulder",2015/07/25,899,246904,348,89,"Third Man, The",$524.69,$282.47,31,2
730,122,,485,"Breakdown of artificial skin grft /decellular alloderm, subs",2015/07/14,974,237835,910,1,Coriolanus,$531.07,$3.96,25,18
113,454,,285,"Disp fx of pisiform, left wrist, subs for fx w routn heal",2017/07/26,287,404845,825,67,"Master of Ballantrae, The",$531.30,$326.52,45,17
192,114,Gotland,433,"Nondisp suprcndl fx w intrcndl extn low end unsp femr, 7thB",2017/03/19,857,159336,706,9,Bigfoot,$668.27,$242.54,32,10
22,326,Chiapas,42,"Cyclical vomiting, not intractable",2018/04/09,417,162002,253,89,McKenna Shoots for the Stars,$988.94,$280.88,28,16
384,311,,187,"Unspecified fracture of shaft of unspecified fibula, sequela",2016/07/08,807,141591,740,51,Animal House,$886.81,$272.43,49,1
626,98,Aveiro,174,"Infection of intvrt disc (pyogenic), sacr/sacrocygl region",2016/07/25,69,154925,448,58,Bagdad Cafe (Out of Rosenheim),$735.80,$273.63,44,19
284,301,,5,"Other fracture of lower end of left ulna, sequela",2017/05/06,930,487682,132,95,Contracted,$741.03,$370.31,35,25
996,209,,19,Dysarthria following cerebral infarction,2015/07/28,469,333959,432,14,Listen to Britain,$701.70,$138.21,46,11
713,488,Texas,327,"Ring or oth jewelry causing external constriction, subs",2016/12/07,198,288149,198,21,Rånarna,$905.65,$493.98,42,21
199,258,,255,"Unsp inj flxr musc/fasc/tend l mid fngr at wrs/hnd lv, init",2018/05/07,624,335794,163,21,Atlas Shrugged: Part 1,$690.68,$20.14,47,2
579,362,,221,"Inj l int crtd,intcr w LOC w dth d/t oth cause bf consc,sqla",2017/06/05,682,129570,813,14,Warning from Space (Uchûjin Tôkyô ni arawaru),$902.88,$475.41,37,5
253,473,,132,Other nonrheumatic mitral valve disorders,2016/04/01,720,493457,371,63,Cliffhanger,$834.81,$14.08,45,22
750,104,,250,"Osteophyte, right hand",2015/03/15,669,411866,238,57,"Cimarron Kid, The",$972.75,$313.92,33,5
922,198,,234,"Disp fx of shaft of left clavicle, init for opn fx",2017/07/13,609,344457,766,61,W Delta Z (a.k.a. The Killing Gene),$593.76,$245.56,49,4
891,136,,242,"Bent bone of left ulna, init encntr for closed fracture",2015/07/24,403,329721,786,71,Babar The Movie,$564.24,$462.44,45,4
745,401,,84,"Poisoning by aspirin, intentional self-harm, init encntr",2015/04/23,994,187768,187,68,Widows,$666.27,$145.73,25,13
114,237,,23,Other frontotemporal dementia,2015/03/18,505,373535,828,15,Gigot,$626.25,$330.53,25,4
580,292,,489,"Sprain of unsp parts of right shoulder girdle, subs encntr",2015/01/16,609,490489,972,62,Scream,$695.72,$37.11,38,10
195,174,,267,"Displ commnt fx l patella, 7thR",2015/11/03,35,144060,321,24,"Chance of a Lifetime, The",$697.25,$175.16,40,24
252,296,,77,"Laceration of left quadriceps muscle, fascia and tendon",2015/05/06,91,373323,539,46,Signs of Life (Lebenszeichen),$639.81,$47.18,48,14
767,79,,101,"Nondisp fx of lateral end of left clavicle, init for opn fx",2017/02/13,757,277165,852,58,Majesteit,$727.81,$129.63,29,25
420,107,,229,"Pnctr w/o foreign body of right cheek and TMJ area, sequela",2018/02/06,339,386675,587,86,Neighbors,$660.48,$227.46,38,11
556,266,New York,309,"Nondisp segmental fracture of shaft of ulna, left arm, init",2016/07/26,621,222332,681,41,Chouchou,$554.88,$348.96,34,7
790,244,,22,Laceration with foreign body of toe without damage to nail,2018/03/07,642,366846,782,6,Five Corners,$776.90,$84.86,42,24
989,177,,220,Displaced other fracture of tuberosity of right calcaneus,2017/07/05,842,416543,953,60,My Sons (Musuko),$564.49,$278.98,26,1
439,14,,304,"Displaced oth extrartic fx l calcaneus, init for opn fx",2016/05/28,632,292518,290,37,Paranormal Activity 3,$567.82,$214.33,38,6
614,281,Limousin,53,"Inj branches of celiac and mesenteric artery, init encntr",2018/08/14,300,368979,911,14,Laurence Anyways,$850.77,$436.57,29,8
491,314,,160,Kidney transplant rejection,2015/07/04,592,253798,457,90,Rescue Dawn,$653.26,$179.71,34,23
28,87,,463,"Nondisp fx of olecran pro w intartic extn l ulna, 7thG",2016/07/07,231,311097,332,1,Cavemen,$738.19,$191.52,50,20
591,433,,316,"Occup of pk-up/van injured in clsn w hv veh nontraf, subs",2018/04/11,313,189334,161,46,Reach the Rock,$917.40,$48.57,46,17
145,305,,175,"Nondisp seg fx shaft of rad, unsp arm, 7thC",2016/09/22,934,317585,91,39,Kickboxer 3: The Art of War (Kickboxer III: The Art of War),$798.55,$149.92,25,14
298,184,,217,"Minor lacerat femor vein at hip and thi lev, unsp leg, init",2016/12/08,679,209122,38,32,Super High Me,$976.59,$473.26,32,16
590,330,,318,"Nondisp fx of lateral malleolus of unsp fibula, sequela",2015/10/31,776,279269,328,54,Heart of Midnight,$817.69,$120.87,28,10
602,234,,297,Calculus of urinary tract in diseases classified elsewhere,2016/12/02,938,328903,609,29,"Letter to Momo, A (Momo e no tegami)",$676.51,$294.49,32,1
760,38,,170,"Unsp fracture of unsp ischium, subs for fx w delay heal",2018/08/25,296,374437,931,17,Gigantic,$853.47,$432.81,40,21
607,360,,325,"Changes in retinal vascular appearance, right eye",2018/06/16,362,362595,735,83,"Rimini, Rimini: A Year Later",$501.64,$93.90,42,23
431,317,,484,"Prsn brd/alit a 3-whl mv inj in clsn w rail trn/veh, sequela",2016/09/25,270,359156,974,10,Woman in the Meadow (Nainen kedolla),$525.47,$195.96,50,24
658,56,,378,"Separation of muscle (nontraumatic), left ankle and foot",2015/03/04,844,209265,993,66,"Story of My Life, The (Mensonges et trahisons et plus si affinités...)",$613.50,$74.44,35,2
593,499,Porto,375,"Prsn brd/alit pedl cyc inj in clsn w nonmtr veh nontraf,init",2015/10/09,327,416656,835,79,Mrs. Winterbourne,$530.92,$146.31,38,24
123,223,Viseu,209,Anticholinesterase agents,2018/08/11,668,331193,606,66,Hellraiser: Bloodline,$629.22,$97.11,47,18
640,306,,13,"Superficial foreign body of unspecified elbow, sequela",2018/07/04,111,483356,172,54,2012,$882.68,$248.74,44,21
873,263,Île-de-France,13,"Oth fx shaft of unsp femr, 7thE",2015/11/03,448,486610,505,64,Atlantis: The Lost Empire,$768.67,$206.75,41,17
276,196,,139,"Unsp fx shaft of unsp radius, init for opn fx type I/2",2015/05/25,731,362002,648,55,It Came from Beneath the Sea,$838.29,$41.80,49,12
244,64,,396,"Path fx in neopltc disease, pelvis, subs for fx w nonunion",2017/12/22,568,118915,277,53,Offside,$829.16,$168.41,25,19
132,244,British Columbia,229,Other postprocedural cardiac functional disturbances,2018/05/04,508,114641,912,87,Family Affair ,$718.90,$239.94,47,15
659,301,,293,"Disp fx of greater trochanter of l femr, 7thF",2016/04/04,961,132166,653,50,Carandiru,$539.80,$94.87,41,5
287,326,,219,"Displaced fracture of head of unspecified radius, sequela",2017/09/15,15,360233,225,46,Focus,$799.98,$105.35,43,15
379,429,Oberösterreich,460,"Unspecified open wound of penis, subsequent encounter",2017/09/03,689,303216,773,10,Flesh and Bone,$887.55,$10.99,47,1
60,134,Rhône-Alpes,361,Monoplg low lmb fol oth ntrm intcrn hemor aff right dom side,2016/07/16,216,144591,534,79,Derek,$956.72,$312.37,25,20
358,289,Vila Real,196,"Disp fx of coronoid process of right ulna, sequela",2016/08/15,128,434716,49,85,Show Me,$944.28,$258.78,29,17
546,402,Nordland,227,Laceration of ulnar artery at wrist and hand level,2018/06/11,988,476918,901,27,Change of Habit,$674.54,$265.79,32,11
576,246,,389,"Nondisp fx of olecran pro w/o intartic extn unsp ulna, 7thQ",2017/06/10,745,157415,631,35,Time and Tide (Seunlau Ngaklau),$552.59,$242.75,38,25
629,376,,388,Premature separation of placenta with coagulation defect,2017/05/30,929,488699,200,67,Doppelganger,$945.41,$370.28,35,23
343,358,Guanajuato,350,"Fatigue fx vert, lumbosacr region, subs for fx w delay heal",2018/04/24,890,415919,776,13,"Wild One, The",$586.08,$263.56,35,20
743,6,Castelo Branco,228,"Other anterior subluxation of unspecified hip, subs encntr",2015/02/04,880,157025,790,82,Easy Virtue,$792.73,$390.83,37,10
455,261,,212,"Struck by other birds, initial encounter",2016/09/04,694,479766,625,46,Christmas in August (Palwolui Christmas),$576.39,$135.53,31,5
129,273,,232,Embolism due to other internal prosth dev/grft,2015/08/15,944,217505,435,67,Yatterman (Yattâman),$924.36,$104.93,32,6
476,145,,126,"Sprain of anterior cruciate ligament of right knee, subs",2017/05/26,98,185082,651,13,"8 Diagram Pole Fighter, The (a.k.a. Invincible Pole Fighter) (Wu Lang ba gua gun)",$507.01,$67.44,38,5
200,425,,170,Inflamed seborrheic keratosis,2018/06/12,190,460217,503,8,Return to Lonesome Dove,$976.23,$297.77,42,7
227,150,,350,"Oth injury of axillary artery, unspecified side, init encntr",2016/09/24,377,465654,826,14,My Big Fat Greek Wedding,$949.11,$77.90,39,16
141,268,,401,"Myositis ossificans progressiva, unspecified lower leg",2015/08/21,925,174407,153,26,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,$766.10,$235.60,50,16
534,49,,296,"Corrosion of third degree of unspecified ankle, init encntr",2016/02/22,279,151587,878,91,Brainstorm,$920.17,$12.95,50,23
620,294,,217,Other megacolon,2016/07/22,257,166341,681,98,Joshua,$603.79,$473.81,43,11
301,257,,285,Dysphasia following other cerebrovascular disease,2017/02/20,405,190644,617,93,"Undefeated, The",$674.93,$19.78,48,3
951,224,,3,Oth injury of greater saphenous vein at lower leg level,2016/11/03,995,458946,503,57,Leaving (Partir),$686.17,$122.11,37,9
184,491,,269,"Algoneurodystrophy, unspecified site",2018/01/02,294,391959,304,35,Closer to the Moon,$997.50,$405.50,32,5
976,117,,7,Rheumatic fever without heart involvement,2017/11/17,623,127939,470,4,"Other Guys, The",$553.36,$123.95,32,11
57,236,Porto,103,"Laceration without foreign body of unsp wrist, subs encntr",2018/06/02,250,263986,441,45,Sweet Evil (L'enfance du mal),$865.41,$232.58,27,24
307,84,,257,"Inj muscle and tendon of back wall of thorax, sequela",2015/02/07,988,317349,774,99,Conspirators of Pleasure (Spiklenci slasti),$998.50,$56.61,33,21
612,84,,180,"Assault by unspecified sharp object, initial encounter",2017/03/11,49,234870,963,80,Billy Madison,$672.24,$149.66,32,20
283,185,,195,"Sltr-haris Type II physl fx lower end ulna, unsp arm, init",2017/02/17,739,448059,385,45,Hi Diddle Diddle,$650.71,$193.98,26,8
668,280,,111,Compensatory emphysema,2018/05/06,251,397484,259,54,The Very Thought of You,$866.31,$377.36,25,10
674,250,,42,Dermatitis herpetiformis,2018/04/04,613,384003,365,96,On_Line (a.k.a. On Line),$755.20,$249.19,31,14
383,196,Lorraine,131,"Toxic effect of venom of Australian snake, acc, sequela",2016/01/26,497,440264,146,50,Win Win,$835.35,$121.94,33,17
451,263,,469,Comminuted fracture of shaft of fibula,2018/01/11,702,379410,99,48,"Blind Swordsman: Zatoichi, The (Zatôichi)",$662.16,$389.86,25,25
556,418,,330,"Fracture of unsp metatarsal bone(s), left foot, sequela",2018/01/09,648,375286,818,81,Lost for Life,$601.30,$69.52,41,25
272,449,,440,"Minimally displaced Zone II fracture of sacrum, init",2015/10/21,997,462580,831,3,Patton Oswalt: Finest Hour,$750.29,$175.14,49,23
160,271,,49,"External constriction of right forearm, sequela",2015/11/27,871,411760,843,76,Husk,$794.33,$304.01,31,6
280,271,Nordrhein-Westfalen,56,"Oth disp fx of base of first MC bone, left hand, sequela",2017/03/01,704,475019,529,40,Lan Yu,$809.90,$410.04,40,9
30,400,,251,"Heat syncope, initial encounter",2015/11/30,592,221170,918,1,Fever,$871.87,$410.04,47,7
162,403,,313,"Burn third degree of single l finger except thumb, subs",2016/04/09,753,278945,549,25,Darling,$803.35,$280.20,43,4
712,157,,225,"Lac w fb of unsp bk wl of thorax w/o penet thor cavity, sqla",2018/07/24,359,444325,443,90,"Big Hangover, The",$572.22,$61.00,37,19
358,96,,84,"Nondisp oblique fx shaft of l tibia, 7thF",2015/05/02,92,220223,831,14,Saboteur,$715.64,$146.21,25,25
316,216,,306,"Corrosion of unsp degree of lower limb, except ank/ft",2018/02/09,58,472923,832,89,Scream of Fear (a.k.a. Taste of Fear),$917.38,$257.49,39,8
116,130,,498,"Nondisp fx of epiphy (separation) (upper) of r femr, 7thK",2018/06/20,141,229748,933,13,This Is My Life,$937.31,$7.47,47,9
939,178,,419,"Other sprain of unspecified hip, subsequent encounter",2015/06/27,734,431901,830,5,Seance (Kôrei),$900.35,$460.02,30,4
270,283,,254,Other atelectasis of newborn,2018/04/07,104,142035,963,29,Ocho apellidos vascos,$946.84,$414.98,28,21
663,47,,481,Mallet finger,2016/01/14,592,285138,102,14,Antares,$916.50,$104.98,40,23
364,434,,268,Chronic gastric ulcer without hemorrhage or perforation,2018/05/07,692,184020,24,48,Willard,$773.76,$379.16,41,12
199,118,,245,"Nondisp osteochon fx r patella, 7thF",2016/09/20,571,428963,42,48,Shriek If You Know What I Did Last Friday the Thirteenth,$931.78,$456.54,39,12
296,434,,278,"Struck by golf club, subsequent encounter",2017/12/31,831,488771,802,78,Jackass Number Two,$537.89,$115.05,37,7
5,114,,284,Injury of superficial palmar arch,2018/06/27,323,102542,330,57,Island,$554.92,$47.68,32,12
926,163,,4,"Strain msl/tnd lng flxr msl toe at ank/ft lev, unsp ft, init",2018/07/04,96,242892,833,4,Unforgotten: Twenty-Five Years After Willowbrook,$596.36,$480.42,44,25
755,366,,281,"Post-traumatic osteoarthritis, left ankle and foot",2015/12/16,847,200365,29,22,Enid Is Sleeping,$967.96,$194.54,39,24
306,134,,183,"Other physeal fracture of upper end of unsp tibia, sequela",2015/12/31,338,189199,304,33,"Jewel of the Nile, The",$935.46,$295.63,31,7
986,168,,86,Disp fx of anterior process of unspecified calcaneus,2016/07/10,211,352250,936,6,The Mark of the Angels - Miserere,$656.92,$20.79,42,3
206,144,,500,Transient acantholytic dermatosis [Grover],2017/05/06,303,437385,311,48,Charlie Chan in the Secret Service,$798.81,$224.92,44,9
680,457,,286,"Oth specific joint derangements of right foot, NEC",2018/05/11,488,218577,707,64,Prom Queen: The Marc Hall Story,$546.47,$295.66,34,24
944,474,,214,Superficial foreign body of right hand,2016/01/01,414,148614,527,89,"Vampire, The",$737.26,$22.33,32,19
348,148,Braga,329,"Corrosion of first degree of right shoulder, sequela",2016/04/24,361,455778,737,84,"Best of Ernie and Bert, The",$891.73,$66.97,25,21
472,495,,372,Library as the place of occurrence of the external cause,2016/08/08,447,487033,236,24,Easy Virtue,$616.63,$149.21,27,8
896,361,Västerbotten,288,"Nondisp fx of shaft of second metacarpal bone, right hand",2015/05/03,956,115400,844,96,Phantom of the Opera,$879.09,$349.10,50,10
550,286,,164,Malignant neoplasm of lateral floor of mouth,2017/08/25,904,364127,627,72,Where Is the Friend's Home? (Where Is My Friend's House?) (Khane-ye doust kodjast?),$692.43,$413.75,35,9
429,16,Basse-Normandie,178,"Underdosing of oth antipsychotics and neuroleptics, init",2017/07/31,241,418881,542,89,American Mary,$704.50,$212.41,31,19
827,149,,348,"Carcinoma in situ of skin of upper limb, including shoulder",2018/07/08,432,188405,604,51,Detour ,$546.61,$416.43,36,9
399,368,Region Hovedstaden,78,"Sltr-haris Type I physeal fx lower end of l femur, sequela",2018/04/05,341,240318,872,54,"Tall Target, The",$812.43,$257.86,37,4
965,321,,159,"Inhalant use, unsp with inhalant-induced anxiety disorder",2015/07/28,593,435364,449,50,Driving Lessons,$527.63,$133.92,30,15
409,432,,78,"Sltr-haris Type III physeal fx lower end of humer, unsp arm",2015/12/29,343,344831,663,73,Sarah Silverman:  We Are Miracles,$689.81,$242.24,41,2
260,163,,375,Crohn's disease of both small and lg int w/o complications,2017/04/15,181,445108,545,5,Carol for Another Christmas,$533.09,$158.82,32,17
66,309,,399,Traum subrac hem w LOC >24 hr w ret consc lev,2018/06/15,893,275682,724,49,Elizabeth,$667.77,$34.17,28,18
279,260,,136,"Nondisp fx of trapezium, left wrist, init for opn fx",2016/03/15,623,150386,251,81,Angel of Mine (a.k.a. The Mark of an Angel) (L'empreinte de l'ange),$655.16,$448.06,25,14
557,458,,281,"Major laceration of left pulmonary blood vessels, sequela",2015/03/31,668,246876,2,20,Margot at the Wedding,$605.60,$126.14,40,5
963,84,,422,"Colles' fracture of left radius, subs for clos fx w nonunion",2015/12/18,728,161396,231,47,"Sandglass, The (Sanatorium pod klepsydra)",$807.09,$360.62,29,10
927,291,Porto,405,"Inj ulnar artery at wrist and hand level of left arm, init",2017/06/22,152,263906,666,28,Morvern Callar,$979.61,$294.29,32,4
568,56,,248,"Nondisp fx of less trochanter of l femr, 7thN",2017/02/27,892,118361,512,77,Safety Not Guaranteed,$741.20,$265.54,46,2
188,28,,220,"Disp fx of r ulna styloid pro, 7thF",2017/12/17,224,125488,315,78,Chattahoochee,$755.17,$217.48,47,20
273,293,,156,"Stress fracture, hip, unsp, subs for fx w routn heal",2017/08/22,795,199819,446,27,Nanking,$987.14,$268.64,47,15
117,87,,74,Exposure to rapid changes in air pressure during ascent,2018/03/08,231,145218,34,28,Jaguar,$565.97,$476.20,38,17
979,175,,366,"Infect/inflm reaction due to internal right hip prosth, init",2016/01/23,615,240752,494,99,Three Days (Tres días),$672.47,$52.74,29,6
560,276,,143,Unspecified sprain of shoulder joint,2017/10/25,241,356350,607,25,Tin Cup,$703.78,$205.89,31,13
174,481,Berlin,146,"Toxic effect of 2-Propanol, intentional self-harm, sequela",2016/12/05,273,274561,241,63,Dirty Rotten Scoundrels,$807.35,$287.31,38,11
527,176,,143,"Open bite of unsp frnt wall of thrx w/o penet thor cav, subs",2016/09/05,92,179114,767,26,One-Eyed Jacks,$658.34,$133.21,25,2
912,284,,42,"Chronic multifocal osteomyelitis, left humerus",2017/05/19,782,231148,138,1,Absolute Beginners,$874.84,$241.13,37,1
143,268,,372,"Unsp superficial injury of unspecified wrist, subs encntr",2015/04/25,963,396912,97,56,"Debutantes, Los",$998.61,$374.29,35,21
536,113,,209,"Nondisp commnt fx shaft of humer, l arm, 7thP",2016/07/30,144,170949,403,66,The Year Without a Santa Claus,$662.53,$496.83,27,7
438,226,Santarém,423,"Dislocation of l acromioclav jt, 100%-200% displacmnt, init",2015/07/26,239,258184,638,39,Anger Management,$998.23,$17.12,35,23
877,233,Stockholm,330,Contusion of unsp middle finger without damage to nail,2016/12/17,100,351181,362,64,Sneakers,$629.00,$213.47,33,1
380,174,Braga,358,"Torus fx lower end of unsp radius, subs for fx w malunion",2016/05/02,408,410482,690,30,Benji,$517.38,$483.32,34,23
464,72,,190,"Nondisp fx of lateral condyle of right tibia, init",2015/07/01,877,179725,912,64,Highlander: The Search for Vengeance,$933.69,$493.50,43,15
193,95,,415,Acquired absence of uterus with remaining cervical stump,2015/03/21,100,463525,907,52,Circle of Deceit (Die Fälschung),$741.69,$190.76,50,24
281,185,,167,"Fx unsp part of neck of l femur, subs for clos fx w nonunion",2015/07/15,775,302983,788,78,Sex and Zen (Rou pu Tuan zhi tou Qing bao Jian),$625.15,$213.62,27,25
353,389,,26,"Puncture wound w/o foreign body of vagina and vulva, init",2016/07/17,242,254912,973,77,Wolf,$795.34,$256.30,28,11
693,379,,323,"Unsp opn wnd abd wall, epigst rgn w/o penet perit cav, sqla",2017/11/05,425,375713,47,19,"Arrival of a Train, The",$779.97,$55.41,43,19
793,111,,24,"Oth physl fx upr end humer, l arm, subs for fx w delay heal",2015/03/21,483,383309,892,51,Sister My Sister,$869.26,$396.96,48,14
50,347,,119,"Open bite of left index finger w/o damage to nail, init",2017/08/11,649,483101,869,28,"Warlords, The (Tau ming chong)",$777.38,$126.24,42,7
342,120,,113,"Burn of second degree of left hand, unspecified site",2017/01/07,96,134209,454,93,Secrets of the Heart (Secretos del Corazón),$815.51,$206.57,39,1
108,405,,177,"Derang of ant horn of medial mensc d/t old tear/inj, r knee",2015/01/15,619,169475,999,80,Thunderheart,$523.20,$453.74,40,9
637,428,,314,"Occup of military vehicle injured in traffic accident, subs",2016/07/29,985,489571,926,93,Hickey and Boggs,$733.86,$496.79,45,5
196,266,,139,"Disp fx of head of left radius, init for clos fx",2018/05/19,275,318999,569,10,Ishq,$980.66,$251.47,43,12
223,329,,323,Nephrotic syndrome w diffuse membranous glomerulonephritis,2018/07/31,789,432871,667,75,The Little Rascals Save the Day,$958.93,$296.82,46,25
64,372,,395,"Greenstick fracture of shaft of left ulna, sequela",2016/10/10,603,138340,905,20,"Bread, Love and Dreams (Pane, amore e fantasia)",$506.32,$253.40,37,14
891,306,Porto,79,Tuberculosis of other organs,2017/04/03,205,189011,867,17,"Brown Bunny, The",$624.07,$259.07,29,19
88,295,Newfoundland and Labrador,25,"Nondisp fx of med malleolus of l tibia, 7thF",2018/06/08,263,188149,632,15,Special Correspondents (Envoyés très spéciaux),$792.57,$218.45,26,23
791,131,,278,Displaced fracture of medial condyle of unspecified tibia,2016/02/27,488,272362,94,74,Les modèles de 'Pickpocket',$619.07,$306.77,35,25
963,470,Nova Scotia,96,"Newborn light for gestational age, unspecified weight",2015/02/19,163,355590,981,61,Little Otik (Otesánek),$877.69,$23.81,32,25
246,327,,62,"Displ commnt fx unsp patella, subs for clos fx w delay heal",2017/04/07,598,327953,105,9,Sunflower (Xiang ri kui),$723.76,$115.29,26,3
824,269,,363,"Bather struck by nonpowered watercraft, initial encounter",2015/04/27,313,177321,426,40,Here Without Me (Inja bedoone man),$588.47,$433.42,40,15
536,288,,122,"Twin liveborn infant, born in hospital",2015/11/09,465,428567,516,6,Twelve and Holding,$897.79,$284.36,43,15
415,249,,56,"Partial traumatic transmetcrpl amputation of left hand, subs",2018/08/24,515,463943,835,44,Floundering,$610.00,$79.45,50,7
243,1,Porto,368,"Nondisp fx of dist phalanx of l great toe, 7thK",2016/04/14,566,415705,34,30,Joe Strummer: The Future Is Unwritten,$717.05,$67.82,40,16
592,101,,246,"Disp fx of neck of right talus, subs for fx w nonunion",2017/10/26,535,235740,233,35,Hollywood Homicide,$755.09,$240.43,26,15
454,72,,323,"Puncture wound without foreign body of lip, subs encntr",2017/12/20,171,487687,132,8,Dead Space: Aftermath,$740.67,$57.72,36,11
302,15,,122,"Contus/lac cereb, w loss of consciousness of 31-59 min, init",2015/04/13,257,397011,925,35,Bears,$726.88,$133.53,41,6
543,367,,384,Senile ectropion of eyelid,2017/08/29,930,185384,374,11,"Big Lebowski, The",$874.13,$378.67,37,2
997,329,,451,Malig neoplasm of tonsillar pillar (anterior) (posterior),2017/02/28,618,298025,670,56,"Comebacks, The",$917.76,$146.02,36,7
544,404,,228,"Unspecified acute noninfective otitis externa, left ear",2015/04/27,41,159116,291,98,"Wild Geese, The",$553.41,$318.05,28,7
57,385,,302,"Labor and delivery complicated by short cord, unsp",2016/10/11,179,100966,65,84,Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje),$868.15,$23.15,32,22
398,429,,190,"Burn of second degree of left forearm, initial encounter",2015/11/20,850,103326,247,67,"Silent House, The (La casa muda)",$617.75,$374.03,39,21
172,167,Aquitaine,88,"Burn of second degree of unspecified ankle, subs encntr",2015/07/30,700,413882,298,33,Mystery of the 13th Guest,$981.57,$458.35,35,1
295,497,,297,"Open angle with borderline findings, high risk, unsp eye",2016/12/01,279,324298,937,44,"Dark Tower, The",$803.22,$158.67,26,1
128,280,,404,Other congenital malformations of circulatory system,2018/02/19,949,478993,575,13,Eva (a.k.a. Eve),$677.15,$457.69,48,4
804,175,,325,"Other serum reaction due to other serum, subs encntr",2015/12/22,733,420878,969,56,"Nights of Cabiria (Notti di Cabiria, Le)",$716.81,$405.94,41,18
650,452,,370,"Sltr-haris Type III physl fx low end rad, r arm, 7thG",2016/09/04,657,183489,692,92,"Principal, The",$704.93,$291.88,37,9
835,408,,463,"Pathological fracture in neoplastic disease, right foot",2017/03/18,915,331965,476,24,"Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A)",$870.91,$79.32,34,17
578,490,,42,"Nondisp fx of shaft of 2nd MC bone, l hand, 7thG",2018/04/22,999,340596,309,58,School For Scoundrels,$676.87,$486.15,34,25
537,5,,385,Other bipolar disorders,2018/08/26,830,373565,809,81,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban),$726.40,$36.39,28,14
327,98,,141,"Osteitis condensans, upper arm",2015/08/24,979,183864,449,91,DNA,$726.61,$202.39,49,10
228,330,,267,Problems related to release from prison,2018/02/02,582,310108,237,27,"Imaginarium of Doctor Parnassus, The",$744.12,$16.49,44,6
233,255,,384,"Attention-deficit hyperactivity disorder, combined type",2017/11/11,470,354846,458,20,"Puerta de Hierro, el exilio de Perón",$537.60,$384.74,31,8
843,88,,10,"Toxic effect of aflatoxin, undetermined, sequela",2016/05/28,420,484614,729,9,Ten Seconds to Hell,$660.72,$443.65,27,22
258,401,,359,"Open bite of right index finger w/o damage to nail, sequela",2018/08/05,682,344973,584,19,"Yellow Cab Man, The",$607.92,$426.33,42,15
754,403,,325,"Nondisp fx of hook pro of hamate bone, l wrs, 7thD",2015/05/27,771,293218,354,40,My Brother the Devil,$920.42,$215.06,30,4
773,219,Örebro,241,"Traum rupture of right ulnocarpal (palmar) ligament, subs",2018/05/13,853,248104,804,73,Port of Call (Hamnstad),$562.31,$358.14,49,16
976,303,Iowa,88,"Oth exposure to controlled fire in bldg, sequela",2015/07/19,482,409576,601,33,Frozen,$610.58,$389.61,37,15
788,298,,103,Encounter for adjust and management of unsp implanted device,2016/09/21,504,431410,673,94,"Cold Water (Eau Froide, L')",$931.34,$228.25,42,21
774,247,,178,"Breakdown (mechanical) of surgically created AV shunt, init",2015/06/03,559,198323,881,96,Broadway,$866.10,$13.62,27,4
